tmdb_id,imdb_id,title,genre,director,producers,screenwriters,imdb_rating,imdb_vote_count,running_time_minutes
200,tt0120844,Star Trek: Insurrection,"Action, Adventure, Sci-Fi",Jonathan Frakes,Rick Berman,"Gene Roddenberry, Rick Berman, Michael Piller",6.4,83519,103
201,tt0253754,Star Trek: Nemesis,"Action, Adventure, Sci-Fi",Stuart Baird,Rick Berman,"Gene Roddenberry, John Logan, Rick Berman, Brent Spiner",6.4,88273,116
203,tt0070379,Mean Streets,"Crime, Drama, Thriller",Martin Scorsese,Jonathan T. Taplin,"Martin Scorsese, Mardik Martin",7.1,129047,112
204,tt0046268,The Wages of Fear,"Adventure, Drama, Thriller",Henri-Georges Clouzot,,"Georges Arnaud, Henri-Georges Clouzot, Jérôme Géronimi",8.1,74028,156
205,tt0395169,Hotel Rwanda,"Biography, Drama, History",Terry George,"Terry George, A. Kitman Ho","Keir Pearson, Terry George",8.1,393672,121
206,tt0287624,Paradise Found,"Biography, Drama",Mario Andreacchio,"Mario Andreacchio, Georges Campana, Frank Hübner","Mario Andreacchio, John Goldsmith",5.7,730,93
207,tt0097165,Dead Poets Society,"Comedy, Drama",Peter Weir,"Steven Haft, Paul Junger Witt, Tony Thomas",Tom Schulman,8.1,662579,128
211,tt0276820,Berlin is in Germany,Drama,Hannes Stöhr,Gudrun Ruzicková-Steiner,Hannes Stöhr,7.1,1225,99
212,tt0036613,Arsenic and Old Lace,"Comedy, Crime, Thriller",Frank Capra,,"Julius J. Epstein, Joseph Kesselring",7.9,77856,118
213,tt0053125,North by Northwest,"Adventure, Drama, Mystery",Alfred Hitchcock,,Ernest Lehman,8.3,370292,136
214,tt0489270,Saw III,"Horror, Mystery, Thriller",Darren Lynn Bousman,"Mark Burg, Gregg Hoffman, Oren Koules","Leigh Whannell, James Wan",6.2,229650,108
215,tt0432348,Saw II,"Horror, Mystery",Darren Lynn Bousman,"Mark Burg, Gregg Hoffman, Oren Koules","Leigh Whannell, Darren Lynn Bousman",6.6,298901,93
216,tt0071141,Ali: Fear Eats the Soul,"Drama, Romance",Rainer Werner Fassbinder,,Rainer Werner Fassbinder,8.0,26170,93
217,tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,"Action, Adventure",Steven Spielberg,Frank Marshall,"David Koepp, George Lucas, Jeff Nathanson, Philip Kaufman",6.2,516326,122
218,tt0088247,The Terminator,"Action, Adventure, Sci-Fi",James Cameron,Gale Anne Hurd,"James Cameron, Gale Anne Hurd, William Wisher",8.1,1012073,107
219,tt0441909,Volver,"Comedy, Drama",Pedro Almodóvar,Esther García,Pedro Almodóvar,7.6,113363,121
220,tt0048028,East of Eden,Drama,Elia Kazan,,"John Steinbeck, Paul Osborn",7.8,50918,118
221,tt0048545,Rebel Without a Cause,Drama,Nicholas Ray,David Weisbart,"Stewart Stern, Irving Shulman, Nicholas Ray",7.6,103830,111
222,tt0017668,Berlin: Symphony of a Great City,Documentary,Walter Ruttmann,Karl Freund,"Carl Mayer, Walter Ruttmann, Karl Freund",7.6,5197,65
223,tt0032976,Rebecca,"Drama, Mystery, Romance",Alfred Hitchcock,David O. Selznick,"Daphne Du Maurier, Robert E. Sherwood, Joan Harrison, Philip MacDonald, Michael Hogan",8.0,161731,130
224,tt0075902,Man of Marble,Drama,Andrzej Wajda,Andrzej Wajda,Aleksander Scibor-Rylski,7.6,5351,160
225,tt0082222,Man of Iron,"Drama, History",Andrzej Wajda,,Aleksander Scibor-Rylski,7.3,4240,156
226,tt0171804,Boys Don't Cry,"Biography, Crime, Drama",Kimberly Peirce,"John Hart, Eva Kolodner, Jeffrey Sharp, Christine Vachon","Kimberly Peirce, Andy Bienen",7.5,108020,118
227,tt0086066,The Outsiders,"Crime, Drama",Francis Ford Coppola,"Gray Frederickson, Fred Roos","Kathleen Rowell, S.E. Hinton",7.0,110542,91
228,tt0020697,The Blue Angel,"Drama, Music, Romance",Josef von Sternberg,Erich Pommer,"Heinrich Mann, Carl Zuckmayer, Karl Vollmöller, Robert Liebmann, Josef von Sternberg, Carl Winston",7.6,17747,104
229,tt0026138,Bride of Frankenstein,"Drama, Horror, Sci-Fi",James Whale,Carl Laemmle Jr.,"Mary Shelley, William Hurlbut, John L. Balderston, Josef Berne, Lawrence G. Blochman, Robert Florey, Philip MacDonald, Tom Reed, R.C. Sherriff, Edmund Pearson, Morton Covan",7.8,59330,75
231,tt0365737,Syriana,"Drama, Thriller",Stephen Gaghan,"Jennifer Fox, Georgia Kacandes, Michael Nozik","Stephen Gaghan, Robert Baer",6.8,138937,128
232,tt0086216,Rumble Fish,"Crime, Drama, Romance",Francis Ford Coppola,"Doug Claybourne, Fred Roos","S.E. Hinton, Francis Ford Coppola",7.1,41507,94
233,tt0080117,The Wanderers,"Crime, Drama, Romance",Philip Kaufman,Martin Ransohoff,"Richard Price, Rose Kaufman, Philip Kaufman",7.3,13554,112
234,tt0010323,The Cabinet of Dr. Caligari,"Horror, Mystery, Thriller",Robert Wiene,,"Carl Mayer, Hans Janowitz",8.0,76618,67
235,tt0092005,Stand by Me,"Adventure, Drama",Rob Reiner,"Bruce A. Evans, Raynold Gideon, Andrew Scheinman","Stephen King, Raynold Gideon, Bruce A. Evans",8.1,491540,89
236,tt0110598,Muriel's Wedding,"Comedy, Drama",P.J. Hogan,"Lynda House, Jocelyn Moorhouse",P.J. Hogan,7.3,45728,106
237,tt0289635,Young Adam,"Crime, Drama",David Mackenzie,Jeremy Thomas,"Alexander Trocchi, David Mackenzie",6.3,15380,98
238,tt0068646,The Godfather,"Crime, Drama",Francis Ford Coppola,Albert S. Ruddy,"Mario Puzo, Francis Ford Coppola",9.2,2243066,175
239,tt0053291,Some Like It Hot,"Comedy, Music, Romance",Billy Wilder,Billy Wilder,"Billy Wilder, I.A.L. Diamond, Robert Thoeren, Michael Logan",8.2,306148,121
240,tt0071562,The Godfather Part II,"Crime, Drama",Francis Ford Coppola,Francis Ford Coppola,"Francis Ford Coppola, Mario Puzo",9.0,1504741,202
241,tt0110632,Natural Born Killers,"Crime, Romance",Oliver Stone,"Jane Hamsher, Don Murphy, Clayton Townsend","Quentin Tarantino, David Veloz, Richard Rutowski, Oliver Stone",7.2,269141,119
242,tt0099674,The Godfather Part III,"Crime, Drama",Francis Ford Coppola,Francis Ford Coppola,"Mario Puzo, Francis Ford Coppola",7.5,458396,162
243,tt0146882,High Fidelity,"Comedy, Drama, Music",Stephen Frears,"Tim Bevan, Rudd Simmons","Nick Hornby, D.V. DeVincentis, Steve Pink, John Cusack, Scott Rosenberg",7.4,200266,113
244,tt0024216,King Kong,"Adventure, Horror","Merian C. Cooper, Ernest B. Schoedsack","Merian C. Cooper, Ernest B. Schoedsack","James Ashmore Creelman, Ruth Rose, Merian C. Cooper, Edgar Wallace, Leon Gordon",7.9,96347,100
245,tt0276751,About a Boy,"Comedy, Drama, Romance","Chris Weitz, Paul Weitz","Tim Bevan, Robert De Niro, Brad Epstein, Eric Fellner","Nick Hornby, Peter Hedges, Chris Weitz, Paul Weitz",7.1,199477,101
246,tt0363226,Zatoichi,"Action, Comedy, Crime",Takeshi Kitano,Jack Maeby,"Takeshi Kitano, Kan Shimozawa",7.4,53423,116
247,tt0049406,The Killing,"Crime, Drama, Film-Noir",Stanley Kubrick,James B. Harris,"Stanley Kubrick, Jim Thompson, Lionel White",7.9,106506,84
248,tt0055312,Pocketful of Miracles,"Comedy, Drama",Frank Capra,Frank Capra,"Hal Kanter, Harry Tugend, Robert Riskin, Damon Runyon, Jimmy Cannon",7.1,8864,136
249,tt0098621,The War of the Roses,"Comedy, Romance",Danny DeVito,"James L. Brooks, Arnon Milchan","Warren Adler, Michael Leeson",6.9,63172,116
250,tt0180748,In China They Eat Dogs,"Action, Comedy, Crime",Lasse Spang Olsen,Steen Herdel,Anders Thomas Jensen,7.3,24667,91
251,tt0099653,Ghost,"Drama, Fantasy, Romance",Jerry Zucker,Lisa Weinstein,Bruce Joel Rubin,7.1,258176,126
252,tt0067992,Willy Wonka & the Chocolate Factory,"Adventure, Comedy, Family",Mel Stuart,"Stan Margulies, David L. Wolper","Roald Dahl, Robert Kaufman, David Seltzer",7.8,245790,100
253,tt0070328,Live and Let Die,"Action, Adventure, Thriller",Guy Hamilton,"Albert R. Broccoli, Harry Saltzman","Tom Mankiewicz, Ian Fleming",6.7,125510,121
254,tt0360717,King Kong,"Action, Adventure, Romance",Peter Jackson,"Jan Blenkin, Carolynne Cunningham, Peter Jackson, Fran Walsh","Fran Walsh, Philippa Boyens, Peter Jackson, Merian C. Cooper, Edgar Wallace",7.2,472721,187
255,tt0062695,Stolen Kisses,"Comedy, Drama, Romance",François Truffaut,,"François Truffaut, Claude de Givray, Bernard Revon, Honoré de Balzac",7.5,16685,91
256,tt1180329,Antoine and Colette,"Comedy, Drama, Romance",François Truffaut,,François Truffaut,7.4,7333,32
257,tt0380599,Oliver Twist,"Crime, Drama",Roman Polanski,"Robert Benmussa, Roman Polanski, Alain Sarde","Charles Dickens, Ronald Harwood",6.8,35773,130
258,tt0065651,Bed and Board,"Comedy, Drama, Romance",François Truffaut,Marcel Berbert,"François Truffaut, Claude de Givray, Bernard Revon",7.4,11669,97
259,tt0078771,Love on the Run,"Comedy, Drama, Romance",François Truffaut,François Truffaut,"François Truffaut, Marie-France Pisier, Jean Aurel, Suzanne Schiffman",7.0,8281,94
260,tt0026029,The 39 Steps,"Crime, Mystery, Thriller",Alfred Hitchcock,,"John Buchan, Charles Bennett, Ian Hay",7.6,66564,86
261,tt0051459,Cat on a Hot Tin Roof,Drama,Richard Brooks,Lawrence Weingarten,"Richard Brooks, James Poe, Tennessee Williams",7.9,57300,108
262,tt0085794,The King of Comedy,"Comedy, Crime, Drama",Martin Scorsese,Arnon Milchan,Paul D. Zimmerman,7.8,134501,109
265,tt0082661,Lili Marleen,"Drama, Music, Romance",Rainer Werner Fassbinder,"Enzo Peri, Luggi Waldleitner","Manfred Purzer, Joshua Sinclair, Rainer Werner Fassbinder, Lale Andersen, Werner Uschkurat",7.1,4764,121
266,tt0057345,Contempt,"Drama, Romance",Jean-Luc Godard,"Georges de Beauregard, Carlo Ponti","Alberto Moravia, Jean-Luc Godard",7.4,39522,102
267,tt0118819,Live Flesh,Drama,Pedro Almodóvar,,"Pedro Almodóvar, Ruth Rendell, Ray Loriga, Jorge Guerricaechevarría",7.3,35765,103
268,tt0096895,Batman,Crime,Tim Burton,"Peter Guber, Jon Peters","Bob Kane, Sam Hamm, Warren Skaaren",7.5,434079,126
269,tt0053472,Breathless,"Crime, Drama",Jean-Luc Godard,,"Claude Chabrol, Jean-Luc Godard, François Truffaut",7.6,96105,90
270,tt0997275,Wir sagen Du! Schatz.,Drama,Marc Meyer,Faysal Omer,Marc Meyer,6.8,116,97
271,tt0088015,Ronia: The Robber's Daughter,"Adventure, Drama, Family",Tage Danielsson,,Astrid Lindgren,7.3,13053,126
272,tt0372784,Batman Begins,Crime,Christopher Nolan,"Larry Franco, Lorne Orleans, Charles Roven, Emma Thomas","Bob Kane, David S. Goyer, Christopher Nolan",8.2,1731892,140
273,tt0276617,The White Sound,Drama,"Hans Weingartner, Tobias Amann",Ole Landsjöaasen,"Hans Weingartner, Tobias Amann, Matthias Schellenberg, Katrin Blum",7.0,3685,103
274,tt0102926,The Silence of the Lambs,"Crime, Drama, Horror",Jonathan Demme,"Ron Bozman, Edward Saxon, Kenneth Utt","Thomas Harris, Ted Tally",8.6,1737972,118
275,tt0116282,Fargo,"Crime, Drama, Thriller","Joel Coen, Ethan Coen",Ethan Coen,"Ethan Coen, Joel Coen",8.1,791787,98
276,tt0408777,The Edukators,"Drama, Romance",Hans Weingartner,"Antonin Svoboda, Hans Weingartner","Katharina Held, Hans Weingartner",7.4,33130,127
277,tt0320691,Underworld,"Action, Fantasy, Thriller",Len Wiseman,"Gary Lucchesi, Tom Rosenberg, Richard S. Wright","Kevin Grevioux, Len Wiseman, Danny McBride",7.0,302205,121
278,tt0111161,The Shawshank Redemption,Drama,Frank Darabont,Niki Marvin,"Stephen King, Frank Darabont",9.3,3217224,142
279,tt0086879,Amadeus,"Biography, Drama, Music",Miloš Forman,Saul Zaentz,"Peter Shaffer, Zdeněk Mahler",8.4,471120,160
280,tt0103064,Terminator 2: Judgment Day,"Action, Adventure, Sci-Fi",James Cameron,James Cameron,"James Cameron, William Wisher",8.6,1292739,137
281,tt0114558,Strange Days,"Crime, Drama, Sci-Fi",Kathryn Bigelow,"James Cameron, Steven-Charles Jaffe","James Cameron, Jay Cocks",7.2,86099,145
284,tt0053604,The Apartment,"Comedy, Drama, Romance",Billy Wilder,Billy Wilder,"Billy Wilder, I.A.L. Diamond",8.3,221875,125
285,tt0449088,Pirates of the Caribbean: At World's End,"Action, Adventure, Fantasy",Gore Verbinski,Jerry Bruckheimer,"Ted Elliott, Terry Rossio, Stuart Beattie, Jay Wolpert",7.2,749312,169
286,tt0853060,Germany: A Summer's Fairytale,"Documentary, Sport",Sönke Wortmann,Tom Spiess,Sönke Wortmann,7.0,3377,108
287,tt0094812,Bull Durham,"Comedy, Romance, Sport",Ron Shelton,"Mark Burg, Thom Mount",Ron Shelton,7.0,63304,108
288,tt0044706,High Noon,"Drama, Thriller, Western",Fred Zinnemann,,"Carl Foreman, John W. Cunningham",7.9,117013,85
289,tt0034583,Casablanca,"Drama, Romance, War",Michael Curtiz,Hal B. Wallis,"Philip G. Epstein, Julius J. Epstein, Howard Koch, Murray Burnett, Joan Alison, Casey Robinson",8.5,658223,102
290,tt0101410,Barton Fink,"Comedy, Drama, Thriller","Joel Coen, Ethan Coen",Ethan Coen,"Joel Coen, Ethan Coen",7.6,136143,116
291,tt0389326,Riding Giants,"Biography, Documentary, History",Stacy Peralta,"Jane Kachmer, Agi Orsi, Stacy Peralta","Stacy Peralta, Sam George",7.8,4789,105
292,tt0425598,Dave Chappelle's Block Party,"Comedy, Documentary, Music",Michel Gondry,"Mustafa Abuelhija, Dave Chappelle, Julie Fong, Bob Yari",Dave Chappelle,7.2,9860,103
293,tt0105265,A River Runs Through It,Drama,Robert Redford,"Patrick Markey, Amalia Mato, Robert Redford","Norman Maclean, Richard Friedenberg",7.2,71703,123
294,tt0089015,Desert Hearts,"Drama, Romance",Donna Deitch,Donna Deitch,"Jane Rule, Natalie Cooper",7.1,8636,91
296,tt0181852,Terminator 3: Rise of the Machines,"Action, Sci-Fi",Jonathan Mostow,"Mario Kassar, Hal Lieberman, Joel B. Michaels, Andrew G. Vajna","John Brancato, Michael Ferris, Tedi Sarafian",6.3,439106,109
297,tt0119643,Meet Joe Black,"Drama, Fantasy, Romance",Martin Brest,Martin Brest,"Ron Osborn, Jeff Reno, Kevin Wade, Bo Goldman, Alberto Casella, Walter Ferris, Maxwell Anderson, Gladys Lehman",7.2,301635,178
298,tt0496806,Ocean's Thirteen,"Crime, Thriller",Steven Soderbergh,Jerry Weintraub,"Brian Koppelman, David Levien, George Clayton Johnson, Jack Golden Russell",6.9,388973,122
299,tt0054135,Ocean's Eleven,"Comedy, Crime, Music",Lewis Milestone,Lewis Milestone,"Harry Brown, Charles Lederer, George Clayton Johnson, Jack Golden Russell, Billy Wilder",6.5,26271,127
300,tt0354899,The Science of Sleep,"Comedy, Drama, Fantasy",Michel Gondry,"Georges Bermann, Michel Gondry, Frédéric Junqua",Michel Gondry,7.2,72307,105
301,tt0053221,Rio Bravo,Western,Howard Hawks,Howard Hawks,"Jules Furthman, Leigh Brackett, B.H. McCampbell",7.9,74093,141
302,tt0324133,Swimming Pool,"Crime, Drama, Mystery",François Ozon,"Olivier Delbosc, Marc Missonnier","François Ozon, Emmanuèle Bernheim, Sionann O'Neill",6.7,51693,102
303,tt0038787,Notorious,"Drama, Film-Noir, Mystery",Alfred Hitchcock,,"Ben Hecht, Alfred Hitchcock, John Taintor Foote, Clifford Odets",7.9,113079,102
306,tt0109254,Beverly Hills Cop III,"Action, Comedy, Crime",John Landis,"Mace Neufeld, Robert Rehme","Danilo Bach, Daniel Petrie Jr., Steven E. de Souza",5.5,100963,104
307,tt0038890,"Rome, Open City","Drama, Thriller, War",Roberto Rossellini,,"Sergio Amidei, Federico Fellini, Roberto Rossellini, Alberto Consiglio, Ferruccio Disnan, Ceiste Negarville",8.0,34263,103
308,tt0412019,Broken Flowers,"Comedy, Drama, Mystery",Jim Jarmusch,"Jon Kilik, Stacey Smith","Jim Jarmusch, Bill Raden, Sara Driver",7.1,110551,106
309,tt0154420,The Celebration,Drama,Thomas Vinterberg,Birgitte Hald,"Thomas Vinterberg, Mogens Rukov",8.0,100424,101
310,tt0315327,Bruce Almighty,"Comedy, Fantasy",Tom Shadyac,"Michael Bostick, James D. Brubaker, Jim Carrey, Steve Koren","Steve Koren, Mark O'Keefe, Steve Oedekerk",6.8,473445,101
311,tt0087843,Once Upon a Time in America,"Crime, Drama",Sergio Leone,Arnon Milchan,"Harry Grey, Leonardo Benvenuti, Piero De Bernardi, Enrico Medioli, Franco Arcalli, Franco Ferrini, Sergio Leone, Stuart Kaminsky, Ernesto Gastaldi",8.3,410368,229
312,tt0116692,Beyond Silence,"Drama, Music",Caroline Link,"Jakob Claussen, Luggi Waldleitner, Thomas Wöbke","Caroline Link, Beth Serlin",7.4,4766,109
313,tt0448124,Snow Cake,"Drama, Romance",Marc Evans,"Gina Carter, Jessica Daniel, Andrew Eaton, Niv Fichman","Angela Pell, Darryl Boulley",7.4,13886,112
314,tt0327554,Catwoman,"Action, Crime, Fantasy",Pitof,"Denise Di Novi, Edward L. McDonnell","Bob Kane, Theresa Rebeck, John Brancato, Michael Ferris, John Rogers",3.5,133014,104
315,tt0059170,"Faster, Pussycat! Kill! Kill!","Action, Comedy",Russ Meyer,"Eve Meyer, Russ Meyer","Jackie Moran, Russ Meyer",6.6,17496,83
316,tt0304126,Grill Point,"Comedy, Drama, Romance",Andreas Dresen,Peter Rommel,"Andreas Dresen, Cooky Ziesche",7.1,1763,106
317,tt0464029,Grbavica: The Land of My Dreams,Drama,Jasmila Zbanic,"Barbara Albert, Damir Ibrahimovich, Bruno Wagner",Jasmila Zbanic,7.2,7185,90
318,tt0120753,The Million Dollar Hotel,"Drama, Mystery, Romance",Wim Wenders,"Bono, Bruce Davey, Nicholas Klein, Deepak Nayar","Nicholas Klein, Bono",5.7,23305,122
319,tt0108399,True Romance,"Crime, Drama, Romance",Tony Scott,"Samuel Hadida, Steve Perry, Bill Unger","Quentin Tarantino, Roger Avary",7.9,262335,119
320,tt0278504,Insomnia,"Drama, Mystery, Thriller",Christopher Nolan,"Broderick Johnson, Paul Junger Witt, Andrew A. Kosove, Edward L. McDonnell","Hillary Seitz, Nikolaj Frobenius, Erik Skjoldbjærg",7.2,348380,118
321,tt0330602,Mambo Italiano,"Comedy, Drama, Romance",Émile Gaudreault,"Daniel Louis, Denise Robert","Steve Galluccio, Émile Gaudreault",6.7,7201,99
322,tt0327056,Mystic River,"Crime, Drama, Mystery",Clint Eastwood,"Clint Eastwood, Judie Hoyt, Robert Lorenz","Brian Helgeland, Dennis Lehane",7.9,527119,138
326,tt0417148,Snakes on a Plane,"Action, Adventure, Crime",David R. Ellis,"Craig Berenson, Don Granger, Gary Levinsohn, Jason Linn","John Heffernan, Sebastian Gutierrez, David Dalessandro",5.5,150199,105
327,tt0222851,Brother,"Crime, Drama, Thriller",Takeshi Kitano,,Takeshi Kitano,7.1,26031,114
329,tt0107290,Jurassic Park,"Adventure, Sci-Fi",Steven Spielberg,"Kathleen Kennedy, Gerald R. Molen","Michael Crichton, David Koepp",8.2,1190711,127
330,tt0119567,The Lost World: Jurassic Park,"Action, Adventure, Sci-Fi",Steven Spielberg,"Gerald R. Molen, Colin Wilson","Michael Crichton, David Koepp",6.6,480759,129
331,tt0163025,Jurassic Park III,"Action, Adventure, Sci-Fi",Joe Johnston,"Larry Franco, Kathleen Kennedy","Michael Crichton, Peter Buchman, Alexander Payne, Jim Taylor",6.0,373906,92
332,tt0141369,Inspector Gadget,"Action, Adventure, Comedy",David Kellogg,"Roger Birnbaum, Andy Heyward, Jordan Kerner","Andy Heyward, Jean Chalopin, Bruno Bianchi, Dana Olsen, Kerry Ehrin, Zak Penn",4.2,54172,78
333,tt0303785,Bollywood/Hollywood,"Comedy, Drama, Musical",Deepa Mehta,David Hamilton,Deepa Mehta,6.0,2621,105
334,tt0175880,Magnolia,Drama,Paul Thomas Anderson,"Paul Thomas Anderson, JoAnne Sellar",Paul Thomas Anderson,8.0,351576,188
335,tt0064116,Once Upon a Time in the West,"Drama, Western",Sergio Leone,Fulvio Morsella,"Sergio Donati, Sergio Leone, Dario Argento, Bernardo Bertolucci, Mickey Knox",8.5,386211,145
336,tt0067140,"Duck, You Sucker","Drama, War, Western",Sergio Leone,Fulvio Morsella,"Sergio Leone, Sergio Donati, Luciano Vincenzoni, Roberto De Leonardis, Carlo Tritto",7.5,40510,138
337,tt0329388,Monsieur Ibrahim,"Comedy, Drama",François Dupeyron,"Laurent Pétin, Michèle Pétin","François Dupeyron, Eric-Emmanuel Schmitt",7.3,12020,95
338,tt0301357,"Good Bye, Lenin!","Comedy, Drama, Romance",Wolfgang Becker,Stefan Arndt,"Bernd Lichtenberg, Wolfgang Becker, Achim von Borries, Henk Handloegten, Chris Silber",7.7,160440,121
339,tt0102536,Night on Earth,"Comedy, Drama",Jim Jarmusch,Jim Jarmusch,Jim Jarmusch,7.6,71491,129
340,tt0404030,Everything Is Illuminated,"Comedy, Drama",Liev Schreiber,"Peter Saraf, Marc Turtletaub","Jonathan Safran Foer, Liev Schreiber",7.4,61535,106
341,tt0489010,A Crime,"Crime, Thriller",Manuel Pradal,"Laurent Pétin, Michèle Pétin","Tonino Benacquista, Manuel Pradal",5.6,2177,103
342,tt0420206,Summer Storm,"Comedy, Drama, Romance",Marco Kreuzpaintner,"Jakob Claussen, Ulrike Putz, Thomas Wöbke","Thomas Bahmann, Marco Kreuzpaintner",7.2,15047,98
343,tt0067185,Harold and Maude,"Comedy, Drama, Romance",Hal Ashby,"Colin Higgins, Charles Mulvehill",Colin Higgins,7.8,85383,91
344,tt0135790,"Bang, Boom, Bang","Action, Comedy, Crime",Peter Thorwarth,"Christian Becker, Thomas Häberle","Stefan Holtz, Peter Thorwarth",7.5,11479,110
345,tt0120663,Eyes Wide Shut,"Drama, Mystery, Thriller",Stanley Kubrick,Stanley Kubrick,"Stanley Kubrick, Frederic Raphael, Arthur Schnitzler",7.5,434487,159
346,tt0047478,Seven Samurai,"Action, Drama",Akira Kurosawa,Sōjirō Motoki,"Akira Kurosawa, Shinobu Hashimoto, Hideo Oguni",8.6,404051,207
347,tt0020163,People on Sunday,"Comedy, Drama, Romance","Robert Siodmak, Edgar G. Ulmer, Rochus Gliese, Curt Siodmak, Fred Zinnemann","Seymour Nebenzal, Moriz Seeler","Billy Wilder, Curt Siodmak, Robert Siodmak, Edgar G. Ulmer",7.2,3985,73
348,tt0078748,Alien,"Horror, Sci-Fi",Ridley Scott,"Gordon Carroll, David Giler, Walter Hill","Dan O'Bannon, Ronald Shusett",8.4,1071277,117
349,tt0428430,Cockles and Muscles,"Comedy, Musical, Romance","Olivier Ducastel, Jacques Martineau",Nicolas Blanc,"Olivier Ducastel, Jacques Martineau",6.6,2167,96
